title,genres,budget,revenue,popularity,runtime,vote_average,success,movie_id,perfect_ratio
Movie 643,Horror,93992904,99920026,33.87,86,6.16,1,27.0,1.0630592496642086
Movie 644,N/A,41201137,34129930,66.62,93,7.95,0,N/A,0.82837349852748
Movie 645,Action,73571674,110143422,87.19,91,8.14,1,28.0,1.4970900621345111
Movie 646,Drama,81497273,228726794,76.15,178,8.57,1,18.0,2.806557637824274
Movie 647,Action,93792001,157584732,73.03,84,8.7,1,28.0,1.6801510823934762
Movie 648,Action,81954884,43723468,48.95,160,6.33,0,28.0,0.5335065570954868
Movie 649,Thriller,58235484,70282322,69.69,111,5.05,1,53.0,1.2068642204467641
Movie 650,Thriller,96939748,59277421,55.72,153,8.77,0,53.0,0.6114872611387436
Movie 651,Romance,197400549,116608266,22.41,122,6.28,0,10749.0,0.5907190562068801
Movie 652,Romance,81768647,97247421,21.65,160,3.39,1,10749.0,1.1892996223846042
Movie 653,Thriller,24020885,28561573,30.34,148,6.86,1,53.0,1.1890308371236114
Movie 654,Thriller,2286643,5643015,91.17,124,6.53,1,53.0,2.4678163578660945
Movie 655,Thriller,42869822,125912381,55.19,88,8.37,1,53.0,2.937086629377654
Movie 656,Adventure,141418374,201947946,73.66,128,6.92,1,12.0,1.428017734102925
Movie 657,Romance,127223660,200023226,35.31,112,5.09,1,10749.0,1.5722171960781508
Movie 658,Romance,15509187,40509586,41.36,179,8.8,1,10749.0,2.6119735354277434
Movie 659,Science Fiction,162998627,190765043,13.43,179,7.81,1,878.0,1.170347545320121
Movie 660,N/A,6409861,5710894,17.96,97,6.78,0,N/A,0.890954421632544
Movie 661,Science Fiction,89825083,236484657,82.91,88,4.76,1,878.0,2.632724057711141
Movie 662,Romance,91197406,56200535,58.9,141,5.24,0,10749.0,0.6162514644331002
Movie 663,Adventure,190695762,390783023,34.42,136,7.02,1,12.0,2.0492485984035658
Movie 664,Romance,117595132,224016623,80.48,108,3.43,1,10749.0,1.9049821126949371
Movie 665,Animation,13831595,18877376,25.41,157,4.54,1,16.0,1.3648010948845741
Movie 666,Romance,76524262,98561244,97.63,104,7.28,1,10749.0,1.2879737932003839
Movie 667,Science Fiction,135666073,329620303,35.14,94,5.88,1,878.0,2.4296443149791767
Movie 668,Drama,77246546,55313279,34.39,85,5.41,0,18.0,0.7160615181421833
Movie 669,Drama,16814828,18361132,31.88,121,3.91,1,18.0,1.0919607384625047
Movie 670,Action,49763532,116004855,13.09,108,5.65,1,28.0,2.331121814263505
Movie 671,Romance,130716977,244545511,12.0,158,7.62,1,10749.0,1.8708014567992954
Movie 672,Horror,134833947,110559861,65.16,172,4.58,0,27.0,0.8199705152887055
Movie 673,Horror,39538877,106966067,87.64,83,3.03,1,27.0,2.705339026194396
Movie 674,Adventure,74851335,111050908,79.26,161,7.01,1,12.0,1.4836196041126053
Movie 675,N/A,45196734,116140733,14.97,136,8.84,1,N/A,2.569670919142078
Movie 676,Horror,104982440,259231305,55.01,128,6.64,1,27.0,2.4692825295354157
Movie 677,Action,90630668,186795572,11.45,123,3.72,1,28.0,2.061063612595242
Movie 678,Thriller,106967805,185717805,5.48,159,4.92,1,53.0,1.7362028228961042
Movie 679,Animation,109331512,322405192,65.98,154,8.21,1,16.0,2.9488770995868054
Movie 680,Science Fiction,173721659,149819761,53.98,93,4.4,0,878.0,0.8624126770513975
Movie 681,Science Fiction,154382256,357069070,9.12,82,6.65,1,878.0,2.312889312875438
Movie 682,Science Fiction,88580056,86629235,4.46,141,5.42,0,878.0,0.9779767468198485
Movie 683,Science Fiction,122848736,165312355,98.99,143,4.25,1,878.0,1.3456577607766351
Movie 684,Science Fiction,156030437,198431218,3.97,124,7.88,1,878.0,1.2717468579543874
Movie 685,Drama,111477445,319671603,45.01,161,7.46,1,18.0,2.8675899685357877
Movie 686,Science Fiction,53203051,155267275,50.96,137,6.97,1,878.0,2.9183904321577345
Movie 687,Drama,174519532,167109190,12.61,99,4.42,0,18.0,0.9575386094892806
Movie 688,Animation,140066015,77748950,17.74,137,3.59,0,16.0,0.5550878990881549
Movie 689,Adventure,186370428,428655730,35.83,168,6.46,1,12.0,2.300020097609048
Movie 690,Action,44750190,69137917,76.41,136,6.32,1,28.0,1.544974825805209
Movie 691,Horror,70334164,50788342,51.2,156,4.13,0,27.0,0.7221005996459985
Movie 692,Science Fiction,187404943,414049719,64.15,147,3.34,1,878.0,2.209385261518956
Movie 693,Thriller,119975349,223485739,98.53,157,3.48,1,53.0,1.8627638165903564
Movie 694,Comedy,190475579,562149062,77.03,176,8.96,1,35.0,2.951292049885303
Movie 695,Science Fiction,49518372,52911556,44.0,171,7.7,1,878.0,1.0685237390276077
Movie 696,Animation,13842659,20901649,45.2,131,8.53,1,16.0,1.5099446573089752
Movie 697,Drama,34978002,64931921,62.26,116,4.17,1,18.0,1.8563644944614046
Movie 698,Drama,137590867,341122153,66.87,87,8.76,1,18.0,2.479249970857441
Movie 699,Comedy,56553464,105873550,50.57,123,3.86,1,35.0,1.8720966411535818
Movie 700,Adventure,100204497,203640629,64.84,177,6.05,1,12.0,2.0322503989017577
Movie 701,Thriller,178018926,189655601,3.33,84,7.98,1,53.0,1.0653676283835125
Movie 702,Adventure,19892008,52063289,43.53,148,5.1,1,12.0,2.617296805832775
Movie 703,Drama,126881648,199404199,28.61,110,5.55,1,18.0,1.571576363825287
Movie 704,Action,36427853,31051067,13.79,124,3.77,0,28.0,0.8523990420187542
Movie 705,Comedy,192100046,415026345,10.86,88,3.74,1,35.0,2.1604697845829772
Movie 706,Comedy,74190814,77175223,60.72,111,6.72,1,35.0,1.0402261255685912
Movie 707,Comedy,11986868,8917106,52.84,112,7.05,0,35.0,0.7439062480708055
Movie 708,Animation,41480309,110128862,26.1,146,7.66,1,16.0,2.654967252052052
Movie 709,Comedy,94691765,156279825,47.62,109,6.34,1,35.0,1.650405660935774
Movie 710,Horror,40521538,96166090,49.73,155,6.87,1,27.0,2.373209279470093
Movie 711,Thriller,113347791,139017540,20.31,108,3.08,1,53.0,1.2264688951900262
Movie 712,Drama,196190712,484085933,65.56,82,3.97,1,18.0,2.4674253335703273
Movie 713,Adventure,173891082,135607189,78.31,169,8.91,0,12.0,0.7798398137519209
Movie 714,Adventure,133985867,186231436,79.35,136,3.46,1,12.0,1.3899334323074537
Movie 715,Adventure,92063625,271141603,60.64,109,7.07,1,12.0,2.9451545385053
Movie 716,Science Fiction,56454431,140287809,51.65,88,4.06,1,878.0,2.484974279521124
Movie 717,Action,66557447,116018936,7.04,105,7.3,1,28.0,1.7431398172468966
Movie 718,Drama,84845477,114494192,29.5,81,7.24,1,18.0,1.3494436715819278
Movie 719,N/A,78982667,211700342,10.23,141,4.41,1,N/A,2.680339244558556
Movie 720,Romance,191078359,355810718,96.42,82,4.62,1,10749.0,1.8621193936462475
Movie 721,Adventure,100471732,240736553,14.37,125,6.93,1,12.0,2.396062536276373
Movie 722,Science Fiction,118601287,282895997,16.03,147,5.34,1,878.0,2.385269200324951
Movie 723,Drama,192898745,105103619,89.07,104,4.17,0,18.0,0.544864192869684
Movie 724,Romance,3667867,2991638,94.45,130,7.39,0,10749.0,0.8156342637287557
Movie 725,Adventure,94837987,203813796,76.82,92,3.92,1,12.0,2.1490734087386314
Movie 726,Romance,113521305,102628882,1.54,123,8.13,0,10749.0,0.9040495262100802
Movie 727,Horror,57987271,66032040,1.13,114,6.09,1,27.0,1.13873336098193
Movie 728,Horror,176459001,505836469,38.43,134,3.63,1,27.0,2.866594881153158
Movie 729,N/A,180936571,343861927,15.2,166,7.16,1,N/A,1.9004556408886515
Movie 730,Animation,91864817,218346480,2.82,88,6.11,1,16.0,2.376823762681637
Movie 731,Drama,69452891,131609884,46.94,81,4.79,1,18.0,1.8949518458490087
Movie 732,Action,66432283,124977993,94.36,140,5.54,1,28.0,1.881284028730429
Movie 733,Horror,159461992,117265123,33.06,120,4.79,0,27.0,0.7353797699955987
Movie 734,Drama,43734307,59441832,66.45,123,4.58,1,18.0,1.3591579717954603
Movie 735,Horror,68606426,82744649,65.57,143,3.98,1,27.0,1.2060772412193574
Movie 736,Thriller,46791733,69103009,25.86,110,5.18,1,53.0,1.4768208948362738
Movie 737,Comedy,139795966,348911225,65.39,126,4.51,1,35.0,2.4958604671038933
Movie 738,Romance,156032720,223100524,22.02,81,7.1,1,10749.0,1.4298316660761923
Movie 739,N/A,128833288,209900610,13.08,175,7.1,1,N/A,1.6292420480644723
Movie 740,Romance,156506676,233735439,70.44,161,6.01,1,10749.0,1.4934534741508407
Movie 741,Horror,6562067,4813406,12.23,156,7.67,0,27.0,0.7335197888104464
Movie 742,Animation,174009356,278881383,99.69,148,8.05,1,16.0,1.602680392656588
Movie 743,Horror,91012399,90013372,19.16,137,6.48,0,27.0,0.9890231769409792
Movie 744,Adventure,162563548,157167777,59.82,123,6.71,0,12.0,0.9668082355092299
Movie 745,Action,36154828,26577061,41.73,153,4.7,0,28.0,0.7350902346983922
Movie 746,Horror,155306093,216135985,13.51,135,8.37,1,27.0,1.3916774340592033
Movie 747,Comedy,59842658,143245652,3.76,122,3.15,1,35.0,2.3937047047609417
Movie 748,Drama,44109628,52539164,62.65,168,5.09,1,18.0,1.1911042187886962
Movie 749,Thriller,14021573,17959850,80.87,113,7.33,1,53.0,1.2808726952389722
Movie 750,Adventure,53827729,113398157,84.36,109,3.48,1,12.0,2.106686629859491
Movie 751,Comedy,179838386,177968432,48.79,150,4.1,0,35.0,0.989602030792247
Movie 752,Adventure,165151551,452910758,77.97,149,6.54,1,12.0,2.742394820137051
Movie 753,Adventure,81155332,146118252,67.61,134,6.36,1,12.0,1.8004763014215752
Movie 754,Animation,190736856,308804371,72.7,146,7.43,1,16.0,1.6190073459111647
Movie 755,Comedy,186727425,353764532,49.77,92,7.88,1,35.0,1.8945504764498307
Movie 756,Horror,87966281,80496693,63.71,82,3.77,0,27.0,0.9150857815621419
Movie 757,Comedy,8136029,16546102,80.75,105,3.11,1,35.0,2.0336827707964167
Movie 758,N/A,195212716,274811060,40.39,136,7.14,1,N/A,1.4077518392807977
Movie 759,Adventure,172086852,472028358,80.79,103,4.81,1,12.0,2.7429658484310004
Movie 760,N/A,114245302,105349650,59.61,132,6.76,0,N/A,0.9221355115328944
Movie 761,Action,156714551,277012990,17.42,149,3.9,1,28.0,1.767627755255477
Movie 762,Science Fiction,7285088,14535801,3.44,122,5.81,1,878.0,1.9952814571354527
Movie 763,Comedy,119550901,69753049,36.91,139,6.03,0,35.0,0.583458998774087
Movie 764,Comedy,185125585,260885048,55.12,137,6.51,1,35.0,1.4092328080961904
Movie 765,Horror,110164720,256858748,84.14,128,6.08,1,27.0,2.331588080104048
Movie 766,Romance,8468810,21603458,13.62,121,5.97,1,10749.0,2.550943757151241
Movie 767,Animation,136852884,175569247,80.22,155,5.0,1,16.0,1.282904984304167
Movie 768,Comedy,26301054,65660138,86.44,179,3.43,1,35.0,2.4964831447439333
Movie 769,N/A,78264088,228483371,15.92,145,3.54,1,N/A,2.919389682276755
Movie 770,Science Fiction,140218773,370483916,85.31,90,5.6,1,878.0,2.64218483783195
Movie 771,N/A,72572282,57630372,99.15,177,5.13,0,N/A,0.7941099606045184
Movie 772,Action,128212314,301212501,72.96,169,6.1,1,28.0,2.349325829966691
Movie 773,Comedy,29267184,38022962,78.69,97,4.83,1,35.0,1.2991670807823534
Movie 774,Action,111933452,332558760,99.45,164,7.13,1,28.0,2.971039971142854
Movie 775,Action,5345760,9159411,60.94,179,8.18,1,28.0,1.7133973466822303
Movie 776,Animation,134973601,108800160,31.48,131,4.79,0,16.0,0.8060847394891687
Movie 777,Science Fiction,159148712,368105220,83.92,125,4.16,1,878.0,2.3129638648913478
Movie 778,Comedy,172023458,224925487,61.83,123,3.7,1,35.0,1.3075279942343678
Movie 779,Adventure,39019582,116773723,58.54,101,6.7,1,12.0,2.9926953856143306
Movie 780,Adventure,101532608,299465974,26.11,132,5.66,1,12.0,2.9494561392533125
Movie 781,Science Fiction,59720660,127822221,75.88,138,4.13,1,878.0,2.1403350364848612
Movie 782,Comedy,56229238,46364724,9.09,173,6.92,0,35.0,0.8245661091832687
Movie 783,Romance,19100699,42349162,92.5,109,3.89,1,10749.0,2.2171524717498556
Movie 784,Animation,2722320,1994306,33.26,87,6.33,0,16.0,0.7325758911516648
Movie 785,Animation,148516100,85160675,13.65,177,6.16,0,16.0,0.5734103911966447
Movie 786,Horror,164920642,421767409,44.79,136,7.41,1,27.0,2.5573961141868464
Movie 787,Drama,98278998,100675272,5.2,152,3.33,1,18.0,1.0243823609190643
Movie 788,Action,82550308,119497169,68.78,99,8.33,1,28.0,1.4475678152527305
Movie 789,Adventure,166875252,489552494,90.37,104,7.22,1,12.0,2.9336434739885817
Movie 790,Action,32206052,43223782,83.89,98,4.3,1,28.0,1.342101229917905
Movie 791,Romance,31413513,38991220,13.61,84,4.1,1,10749.0,1.2412244373941876
Movie 792,Horror,160546825,448811860,13.5,154,5.59,1,27.0,2.7955199986047683
Movie 793,N/A,13243026,10288124,81.53,158,7.91,0,N/A,0.7768710867138674
Movie 794,Animation,57024141,136798406,92.5,151,8.06,1,16.0,2.3989560140853325
Movie 795,Drama,76356616,226791665,46.61,162,6.12,1,18.0,2.9701639082591087
Movie 796,Thriller,18864557,51938653,50.4,166,8.16,1,53.0,2.7532400045227674
Movie 797,Horror,7195200,15319802,32.51,106,3.03,1,27.0,2.1291697242606182
Movie 798,Thriller,72086130,92641633,89.53,119,3.21,1,53.0,1.2851519841611694
Movie 799,Thriller,107222252,121783564,64.85,175,8.47,1,53.0,1.1358049446676424
Movie 800,Drama,188581132,480530703,29.54,105,7.65,1,18.0,2.548137758553703
Movie 801,Comedy,85729603,231431759,30.58,106,5.7,1,35.0,2.6995547733960694
Movie 802,Adventure,177707005,322287164,89.23,141,7.52,1,12.0,1.8135872809290776
Movie 803,Adventure,14832640,16476835,2.35,162,8.73,1,12.0,1.1108497880350363
Movie 804,N/A,31061031,24300846,32.95,129,7.63,0,N/A,0.7823579970671289
Movie 805,N/A,197119899,141521969,55.88,121,8.05,0,N/A,0.7179486683888774
Movie 806,Horror,81197726,186567496,15.67,108,7.56,1,27.0,2.2976936078234504
Movie 807,Romance,96282726,149266803,10.12,118,4.01,1,10749.0,1.5502968102502623
Movie 808,Animation,88220897,243789599,81.71,139,8.0,1,16.0,2.763399685224239
Movie 809,Drama,167261173,392926309,89.55,120,4.17,1,18.0,2.3491782459280013
Movie 810,Adventure,96856757,94740538,82.54,112,8.36,0,12.0,0.9781510442270951
Movie 811,Animation,82052418,166931012,89.98,162,5.75,1,16.0,2.0344435431506724
Movie 812,Action,87601594,139178227,55.76,162,7.06,1,28.0,1.5887636359676287
Movie 813,N/A,171430731,333111223,81.41,176,5.98,1,N/A,1.9431243223246828
Movie 814,Drama,17689088,41483968,39.02,95,3.56,1,18.0,2.3451727980549366
Movie 815,Drama,131883819,331752388,66.96,102,4.74,1,18.0,2.5154896977922667
Movie 816,Romance,112274973,292963950,98.89,86,8.9,1,10749.0,2.6093433128681314
Movie 817,Comedy,8102173,9195457,23.35,105,8.76,1,35.0,1.134937133531955
Movie 818,Adventure,180606266,104352313,39.6,175,4.92,0,12.0,0.577788995427213
Movie 819,Science Fiction,123332984,289615056,48.52,91,8.98,1,878.0,2.348236835005954
Movie 820,Animation,118922192,91077668,14.66,151,8.07,0,16.0,0.7658593107668248
Movie 821,Romance,39720111,51131658,9.02,84,6.67,1,10749.0,1.2872989705391307
Movie 822,Thriller,183733566,93620122,83.14,171,3.24,0,53.0,0.5095428344323323
Movie 823,Animation,124620654,274685568,97.7,148,8.41,1,16.0,2.2041736998106267
Movie 824,Action,196574678,180422142,41.07,128,6.34,0,28.0,0.9178300269173021
Movie 825,Science Fiction,23064334,49316297,9.68,105,8.21,1,878.0,2.138205985050338
Movie 826,Action,149899044,446602697,7.52,84,8.01,1,28.0,2.9793565394586508
Movie 827,Romance,62681549,42728581,89.24,101,8.0,0,10749.0,0.6816771710603386
Movie 828,N/A,72209537,50019187,46.92,158,7.19,0,N/A,0.692695024481323
Movie 829,Animation,110367730,149101310,32.68,92,4.75,1,16.0,1.3509502279334729
Movie 830,Comedy,121907878,325002292,48.17,107,5.02,1,35.0,2.6659662798822565
Movie 831,N/A,49840101,51775126,32.51,112,4.85,1,N/A,1.0388246604877467
Movie 832,Comedy,63468859,88916352,49.41,102,3.12,1,35.0,1.4009445482547591
Movie 833,Animation,185523489,124535149,86.1,176,6.5,0,16.0,0.6712635131608591
Movie 834,Adventure,164584805,396301814,59.64,97,7.19,1,12.0,2.4078882251614906
Movie 835,Drama,196798321,299284167,69.77,109,8.12,1,18.0,1.5207658555176393
Movie 836,Romance,118758049,284796270,37.1,105,3.84,1,10749.0,2.3981218317252755
Movie 837,Thriller,51011985,140743067,74.11,95,6.27,1,53.0,2.7590196107836227
Movie 838,Adventure,75062621,81210840,67.0,156,3.05,1,12.0,1.0819078646347828
Movie 839,Action,123415538,310820807,12.84,118,3.57,1,28.0,2.5184900705128395
Movie 840,Action,126235646,81767211,57.69,112,3.33,0,28.0,0.6477347214589452
Movie 841,Comedy,168061473,461684776,26.42,105,7.35,1,35.0,2.7471184665863304
Movie 842,Romance,154568563,328755179,80.61,127,3.49,1,10749.0,2.126921364986747
Movie 843,Romance,61084389,164046207,43.17,144,7.3,1,10749.0,2.6855667984171863
Movie 844,Thriller,58597408,29326303,99.47,117,4.5,0,53.0,0.50047099352927
Movie 845,Comedy,145538583,134288839,10.16,81,8.27,0,35.0,0.9227026691609331
Movie 846,Adventure,153347982,226096029,78.25,85,7.88,1,12.0,1.4743984632285543
Movie 847,Science Fiction,93525563,135495838,67.7,125,8.75,1,878.0,1.4487572558103714
Movie 848,Horror,102370985,109212024,76.98,129,8.3,1,27.0,1.0668259565930718
Movie 849,N/A,44558992,64790104,31.45,117,8.6,1,N/A,1.4540298398132525
Movie 850,Thriller,52628164,43266759,49.71,167,8.15,0,53.0,0.8221217635485061
Movie 851,Adventure,95804867,146763746,79.85,97,7.16,1,12.0,1.5319028207617051
Movie 852,Horror,94831305,237636422,24.02,106,4.02,1,27.0,2.5058858148161094
Movie 853,Adventure,128094160,217462273,23.38,120,4.63,1,12.0,1.697675155526216
Movie 854,Comedy,82251088,44826861,55.55,151,4.28,0,35.0,0.5450002193284057
Movie 855,Horror,36409403,56566016,52.83,171,6.62,1,27.0,1.5536100935244668
Movie 856,Thriller,17045907,9681010,28.94,153,6.02,0,53.0,0.5679375113333658
Movie 857,N/A,93924887,273848201,30.51,96,8.2,1,N/A,2.915608522371712
Movie 858,Romance,197972612,162067289,28.51,141,8.72,0,10749.0,0.8186348978413236
Movie 859,Action,183676001,416801404,77.38,108,5.43,1,28.0,2.2692208112697316
Movie 860,Animation,150951937,442582144,65.54,137,6.04,1,16.0,2.93194080709279
Movie 861,Science Fiction,70800140,181609271,83.41,149,8.83,1,878.0,2.56509762551317
Movie 862,N/A,93903549,211122263,97.57,157,4.66,1,N/A,2.248288432634213
Movie 863,Drama,37081386,96361628,47.94,101,7.75,1,18.0,2.5986522725984407
Movie 864,Animation,74658410,220578028,7.6,85,4.35,1,16.0,2.9544967271604095
Movie 865,Adventure,125825546,258365299,5.76,105,7.09,1,12.0,2.053361238742409
Movie 866,Animation,58395058,110831602,30.27,118,4.52,1,16.0,1.8979620158952493
Movie 867,Adventure,161045166,333459359,93.32,91,8.3,1,12.0,2.070595270149245
Movie 868,Romance,17663288,32353662,52.8,178,6.37,1,10749.0,1.8316896604980908
Movie 869,Romance,98148566,204906995,27.91,93,4.12,1,10749.0,2.0877227589855973
Movie 870,Animation,14081782,22877340,40.52,101,4.35,1,16.0,1.6246054654162378
Movie 871,Thriller,96632207,101087720,60.26,130,5.96,1,53.0,1.046107950323436
Movie 872,Science Fiction,116546206,93308998,65.64,102,8.77,0,878.0,0.8006180655936582
Movie 873,Drama,109664778,73568872,16.24,127,7.62,0,18.0,0.6708523314568694
Movie 874,Drama,60387253,69945918,97.73,150,5.93,1,18.0,1.1582894489338669
Movie 875,Romance,44669391,27485474,54.93,129,5.03,0,10749.0,0.6153089035845597
Movie 876,Science Fiction,69181511,132685084,14.43,168,6.3,1,878.0,1.9179269443825822
Movie 877,N/A,39660995,47972794,89.47,92,7.49,1,N/A,1.209571116407947
Movie 878,Horror,143452407,367429960,8.39,164,7.7,1,27.0,2.5613370154186397
Movie 879,Romance,158458712,108639638,90.87,89,4.95,0,10749.0,0.6856021775565108
Movie 880,Drama,94580482,100811324,99.66,134,7.33,1,18.0,1.0658787296093502
Movie 881,Action,157601538,366520558,70.34,88,6.95,1,28.0,2.325615362966826
Movie 882,Horror,66438362,132678786,77.27,158,8.75,1,27.0,1.9970207272719938
Movie 883,Action,183784092,121523220,34.39,131,8.59,0,28.0,0.6612281763755701
Movie 884,Action,153945311,414589908,94.22,81,7.74,1,28.0,2.693098642023595
Movie 885,Romance,170373756,458842831,53.44,104,7.34,1,10749.0,2.6931544022543004
Movie 886,Animation,21568697,28600523,73.51,92,4.64,1,16.0,1.3260199723701436
Movie 887,Romance,157118066,212268802,92.49,177,8.08,1,10749.0,1.3510146057933274
Movie 888,Thriller,176529362,524746043,97.54,130,5.57,1,53.0,2.9725708916344464
Movie 889,Romance,40902996,84482701,83.49,137,4.63,1,10749.0,2.0654404141936205
Movie 890,Romance,189699652,346826223,31.0,113,5.3,1,10749.0,1.828291298077869
Movie 891,Action,140941329,365796371,96.69,114,8.02,1,28.0,2.5953804579208986
Movie 892,Comedy,123794587,150190792,63.18,82,3.89,1,35.0,1.2132258416113137
Movie 893,Science Fiction,151835881,238831233,93.13,138,5.74,1,878.0,1.5729564805567928
Movie 894,Drama,137600085,160915275,67.93,149,5.95,1,18.0,1.1694416831210532
Movie 895,Action,113539028,280770902,31.42,127,3.22,1,28.0,2.472902110805458
Movie 896,N/A,148847812,287778395,37.63,143,4.17,1,N/A,1.9333733639295954
Movie 897,Action,100981544,216813704,55.5,98,7.96,1,28.0,2.1470626751359636
Movie 898,Drama,187794507,212352042,79.21,146,7.98,1,18.0,1.1307681219877215
Movie 899,Drama,81890201,86030835,32.48,161,4.75,1,18.0,1.0505632413822015
Movie 900,Adventure,83537517,143762768,58.39,152,8.25,1,12.0,1.720936570331627
Movie 901,Drama,17099248,40079173,35.22,155,7.63,1,18.0,2.3439143639533153
Movie 902,Thriller,15677069,28424084,81.76,84,5.51,1,53.0,1.8130993746343784
Movie 903,Adventure,76589337,44545445,47.21,146,7.49,0,12.0,0.5816141873639669
Movie 904,Romance,13433196,35885154,8.6,90,8.77,1,10749.0,2.671378724765127
Movie 905,Thriller,40010202,26475440,17.44,173,5.75,0,53.0,0.6617172290207383
Movie 906,Animation,169844360,490775674,7.05,147,4.43,1,16.0,2.889561207684494
Movie 907,Science Fiction,128949593,72579909,50.43,148,8.65,0,878.0,0.5628548901274935
Movie 908,N/A,188455534,421410345,11.53,80,6.62,1,N/A,2.2361261357281235
Movie 909,Adventure,13457080,9494207,12.3,170,3.63,0,12.0,0.7055176160058497
Movie 910,Adventure,2222869,6172221,94.16,171,6.44,1,12.0,2.7766912939988817
Movie 911,Action,83716910,139060743,87.39,142,6.0,1,28.0,1.6610830834535102
Movie 912,Animation,51066487,43090383,45.76,108,8.13,0,16.0,0.8438094243686667
Movie 913,Horror,138343082,187045276,98.59,161,6.18,1,27.0,1.3520392440006506
Movie 914,Adventure,198020478,180606891,1.02,91,4.53,0,12.0,0.9120616858626106
Movie 915,Action,10818159,10022535,61.78,156,7.05,0,28.0,0.9264547692449334
Movie 916,Horror,12145552,34861023,62.03,120,6.26,1,27.0,2.8702707789650073
Movie 917,Animation,116438617,187828912,46.29,81,4.4,1,16.0,1.6131152777261173
Movie 918,Comedy,95562311,236230573,40.3,116,6.44,1,35.0,2.4720056529398917
Movie 919,Adventure,150370722,315630236,46.08,124,7.93,1,12.0,2.099013902453697
Movie 920,Comedy,94842126,207805348,42.08,159,3.17,1,35.0,2.191065898290808
Movie 921,Thriller,158155630,131147961,73.32,127,6.79,0,53.0,0.8292335909888253
Movie 922,Animation,43758171,47497793,14.4,103,5.1,1,16.0,1.0854611130798864
Movie 923,Thriller,135285389,333732257,20.57,178,4.76,1,53.0,2.4668758353498172
Movie 924,Science Fiction,108523287,317638492,18.87,101,5.36,1,878.0,2.9269155107695917
Movie 925,Horror,142802881,165178536,26.98,179,5.05,1,27.0,1.1566891006911828
Movie 926,N/A,158553165,186921800,53.0,90,7.99,1,N/A,1.1789219092535932
Movie 927,N/A,98663674,165976258,12.01,137,4.65,1,N/A,1.6822428282976771
Movie 928,Adventure,11466615,33936602,86.95,125,7.4,1,12.0,2.959600719131147
Movie 929,Comedy,35861938,42044441,30.44,108,3.56,1,35.0,1.1723973478510838
Movie 930,Adventure,112023110,169987202,17.09,114,8.71,1,12.0,1.517429769625214
Movie 931,Action,87787694,239546284,67.89,94,6.73,1,28.0,2.72870003852704
Movie 932,Comedy,138184150,70101176,4.77,139,7.24,0,35.0,0.5073025813742025
Movie 933,Science Fiction,51154221,30662602,62.38,174,4.79,0,878.0,0.599414894813861
Movie 934,Action,138926382,279266922,70.12,121,5.47,1,28.0,2.0101791897236625
Movie 935,Animation,131876923,365094721,22.28,122,4.34,1,16.0,2.7684504058378736
Movie 936,Adventure,192864812,211600018,5.15,159,8.6,1,12.0,1.0971416496649478
Movie 937,Romance,43573305,72946263,37.0,153,5.93,1,10749.0,1.674104431600954
Movie 938,Comedy,179871077,292499735,10.76,128,6.78,1,35.0,1.6261632491364912
Movie 939,Animation,141090082,237373956,12.53,143,7.41,1,16.0,1.682428365163187
Movie 940,N/A,96192946,197801481,26.17,111,5.23,1,N/A,2.056299232170309
Movie 941,Thriller,182974207,306364584,30.25,143,7.32,1,53.0,1.6743594030168416
Movie 942,Action,83649048,135400234,53.47,81,7.06,1,28.0,1.6186703523511707
Movie 943,Science Fiction,10810404,18223325,68.16,103,7.23,1,878.0,1.6857209961810864
Movie 944,Horror,87205129,172419243,59.68,166,5.94,1,27.0,1.9771686020899069
Movie 945,Drama,7292518,13436600,15.69,145,5.3,1,18.0,1.8425185923435499
Movie 946,Drama,42142200,111059025,18.04,117,4.33,1,18.0,2.635339991742244
Movie 947,Science Fiction,122160976,76196947,88.0,110,7.95,0,878.0,0.6237421269456787
Movie 948,N/A,103855910,268290211,56.28,105,6.65,1,N/A,2.5832926696227494
Movie 949,Romance,115694229,301940132,87.12,108,5.67,1,10749.0,2.6098115230968
Movie 950,N/A,65413145,79298396,37.78,146,8.66,1,N/A,1.2122700414419763
Movie 951,Drama,152765117,253151641,61.83,157,3.29,1,18.0,1.657129886530313
Movie 952,Action,197350488,315039705,52.84,104,8.1,1,28.0,1.5963462172943803
Movie 953,Thriller,67689168,70821456,32.59,127,8.99,1,53.0,1.0462745826629158
Movie 954,Drama,131682380,196469073,47.52,144,8.32,1,18.0,1.4919921177001814
Movie 955,Comedy,134541075,82200483,50.75,132,7.86,0,35.0,0.6109694232783557
Movie 956,Animation,157637208,188306343,20.88,146,5.25,1,16.0,1.1945551776075607
Movie 957,Romance,183984073,467633318,32.19,169,4.39,1,10749.0,2.5417054333828126
Movie 958,Comedy,169239170,205017304,79.35,97,7.41,1,35.0,1.2114057519899206
Movie 959,N/A,103318312,262998485,91.66,88,4.83,1,N/A,2.5455166650419145
Movie 960,Comedy,181741265,332404530,36.62,117,4.06,1,35.0,1.8289986591652698
Movie 961,Romance,105884334,285851351,31.39,166,7.72,1,10749.0,2.699656693312157
Movie 962,Comedy,94198563,182457801,20.32,100,4.88,1,35.0,1.9369488789335354
Movie 963,Animation,160371374,92080521,68.17,144,8.49,0,16.0,0.5741705561492539
Movie 964,Adventure,105544289,230989008,32.99,100,8.04,1,12.0,2.1885505145617117
